RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
103,Assane Diao,es ESP,DL,Betis,18-083,2005,7,7,510,5.7,2,0,2,2,0,0,1,0,1.0,1.0,0.4,1.3,14,11,44,0.35,0.00,0.35,0.35,0.35,0.17,0.07,0.24,0.17,0.24,Partidos
104,Brahim Díaz,es ESP,"CC,DL",Real Madrid,24-118,1999,9,2,185,2.1,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.5,13,7,22,0.49,0.00,0.49,0.49,0.49,0.12,0.14,0.26,0.12,0.26,Partidos
105,Víctor Díaz,es ESP,"DF,CC",Granada,35-170,1988,4,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
106,Famara Diedhiou,sn SEN,"DL,CC",Granada,30-349,1992,7,0,81,0.9,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.7,5,0,17,0.00,1.11,1.11,0.00,1.11,0.55,0.24,0.79,0.55,0.79,Partidos
107,Stole Dimitrievski,mk MKD,PO,Rayo Vallecano,29-339,1993,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
108,Djené,tg TOG,"CC,DF",Getafe,31-333,1991,12,10,859,9.5,0,0,0,0,0,0,7,1,0.1,0.1,0.1,0.2,7,38,11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
109,Marko Dmitrović,rs SRB,PO,Sevilla,31-309,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
110,Carlos Dominguez,es ESP,DF,Celta Vigo,22-291,2001,3,3,266,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
111,Mario Dominguez,es ESP,DL,Valencia,19-292,2004,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Partidos
112,Carlos Dotor,es ESP,"CC,DL",Celta Vigo,22-259,2001,9,3,327,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,7,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidos
113,Anastasios Douvikas,gr GRE,"DL,CC",Celta Vigo,24-119,1999,10,1,217,2.4,2,0,2,2,0,0,0,0,1.2,1.2,0.0,1.2,2,4,14,0.83,0.00,0.83,0.83,0.83,0.50,0.02,0.52,0.50,0.52,Partidos
114,Artem Dovbyk,ua UKR,DL,Girona,26-161,1997,13,9,725,8.1,7,4,11,6,1,1,0,0,6.6,5.8,2.6,8.4,3,2,35,0.87,0.50,1.37,0.74,1.24,0.82,0.32,1.14,0.72,1.05,Partidos
115,Domingos Duarte,pt POR,DF,Getafe,28-264,1995,8,7,543,6.0,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,2,21,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,Partidos
116,Rubén Duarte,es ESP,DF,Alavés,28-042,1995,12,10,815,9.1,1,0,1,1,0,0,4,0,0.2,0.2,1.0,1.2,9,38,27,0.11,0.00,0.11,0.11,0.11,0.03,0.11,0.14,0.03,0.14,Partidos
117,Hugo Duro,es ESP,DL,Valencia,24-019,1999,14,13,1133,12.6,6,2,8,6,0,0,1,0,6.1,6.1,1.0,7.1,7,9,63,0.48,0.16,0.64,0.48,0.64,0.48,0.08,0.56,0.48,0.56,Partidos
118,Aritz Elustondo,es ESP,DF,Real Sociedad,29-246,1994,5,3,274,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,10,1,0.00,0.33,0.33,0.00,0.33,0.04,0.10,0.14,0.04,0.14,Partidos
119,Adri Embarba,es ESP,"DL,CC",Almería,31-206,1992,13,11,890,9.9,0,0,0,0,0,0,2,0,0.9,0.9,2.1,3.0,42,21,63,0.00,0.00,0.00,0.00,0.00,0.09,0.22,0.30,0.09,0.30,Partidos
120,Youssef En-Nesyri,ma MAR,DL,Sevilla,26-181,1997,12,8,805,8.9,5,0,5,5,0,0,1,0,3.3,3.3,0.0,3.3,4,3,13,0.56,0.00,0.56,0.56,0.56,0.37,0.01,0.37,0.37,0.37,Partidos
121,Gonzalo Escalante,ar ARG,CC,Cádiz,30-247,1993,11,7,689,7.7,0,2,2,0,0,0,0,1,0.4,0.4,1.4,1.8,0,19,3,0.00,0.26,0.26,0.00,0.26,0.05,0.18,0.23,0.05,0.23,Partidos
122,Alfonso Espino,uy URU,DF,Rayo Vallecano,31-328,1992,14,14,1216,13.5,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1.1,18,48,48,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Partidos
123,Bernardo Espinosa,co COL,DF,Girona,34-141,1989,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
124,Abdessamad Ezzalzouli,ma MAR,"DL,CC",Barcelona,21-347,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37,0.28,0.37,Partidos
125,Abdessamad Ezzalzouli,ma MAR,DL,Betis,21-347,2001,10,1,307,3.4,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,26,11,39,0.29,0.00,0.29,0.29,0.29,0.17,0.05,0.22,0.17,0.22,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
126,Radamel Falcao,co COL,"DL,DF",Rayo Vallecano,37-292,1986,7,0,100,1.1,1,0,1,0,1,1,1,0,1.7,1.0,0.1,1.0,1,0,7,0.90,0.00,0.90,0.00,0.00,1.57,0.06,1.63,0.86,0.92,Partidos
127,Fali,es ESP,DF,Cádiz,30-109,1993,12,12,979,10.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,9,21,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
128,Ansu Fati,es ESP,"CC,DL",Barcelona,21-029,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,4,5,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34,1.34,Partidos
129,Nabil Fekir,fr FRA,CC,Betis,30-134,1993,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Partidos
130,Luiz Felipe,it ITA,DF,Betis,26-252,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Partidos
131,João Félix,pt POR,DL,Barcelona,24-019,1999,11,9,726,8.1,1,2,3,1,0,0,2,0,3.2,3.2,1.2,4.4,34,33,85,0.12,0.25,0.37,0.12,0.37,0.40,0.15,0.54,0.40,0.54,Partidos
132,Kiko Femenía,es ESP,"DF,CC",Villarreal,32-300,1991,6,1,200,2.2,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.4,7,7,16,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Partidos
133,Aitor Fernández,es ESP,PO,Osasuna,32-210,1991,4,3,281,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
134,Álex Fernández,es ESP,"CC,DL",Cádiz,31-045,1992,9,2,308,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,3,17,8,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Partidos
135,Álvaro Fernández,es ESP,"DL,DF",Granada,20-251,2003,9,4,344,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,8,6,21,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Partidos
136,Carlos Fernández,es ESP,DL,Real Sociedad,27-191,1996,8,5,373,4.1,2,1,3,1,1,1,2,0,1.5,0.7,0.5,1.3,5,4,12,0.48,0.24,0.72,0.24,0.48,0.36,0.13,0.49,0.17,0.30,Partidos
137,Raúl Fernández,es ESP,PO,Granada,35-261,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
138,Valery Fernández,es ESP,"CC,DF",Girona,24-006,1999,11,0,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,6,3,19,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidos
139,Fernando,es ESP,PO,Almería,33-172,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
140,Fernando,br BRA,CC,Sevilla,36-127,1987,7,4,370,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
141,André Ferreira,pt POR,PO,Granada,27-184,1996,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
142,Dimitri Foulquier,fr FRA,"DF,CC",Valencia,30-251,1993,10,1,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,7,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Partidos
143,Juan Foyth,ar ARG,DF,Villarreal,25-321,1998,10,10,882,9.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,14,46,24,0.10,0.10,0.20,0.10,0.20,0.04,0.09,0.13,0.04,0.13,Partidos
144,Jorge de Frutos,es ESP,"CC,DL",Rayo Vallecano,26-282,1997,13,2,355,3.9,1,0,1,1,0,0,0,0,1.3,1.3,0.6,2.0,10,9,25,0.25,0.00,0.25,0.25,0.25,0.34,0.16,0.50,0.34,0.50,Partidos
145,Matteo Gabbia,it ITA,DF,Villarreal,24-039,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidos
146,Javi Galán,es ESP,DF,Atlético Madrid,29-010,1994,5,0,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Partidos
147,Iñigo Ruiz de Galarreta,es ESP,CC,Athletic Club,30-115,1993,11,11,916,10.2,1,0,1,1,0,0,4,0,0.3,0.3,0.6,0.8,13,69,13,0.10,0.00,0.10,0.10,0.10,0.03,0.06,0.08,0.03,0.08,Partidos
148,Aleix García,es ESP,CC,Girona,26-154,1997,14,14,1260,14.0,3,4,7,3,0,0,1,0,0.9,0.9,2.8,3.7,12,111,12,0.21,0.29,0.50,0.21,0.50,0.07,0.20,0.26,0.07,0.26,Partidos
149,Álvaro García,es ESP,"CC,DL",Rayo Vallecano,31-033,1992,13,13,1111,12.3,4,1,5,4,0,0,5,0,2.1,2.1,1.8,3.9,19,32,104,0.32,0.08,0.41,0.32,0.41,0.17,0.15,0.32,0.17,0.32,Partidos
150,Dani García,es ESP,CC,Athletic Club,33-189,1990,10,4,403,4.5,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,2,20,2,0.22,0.00,0.22,0.22,0.22,0.15,0.00,0.15,0.15,0.15,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
151,David García,es ESP,DF,Osasuna,29-288,1994,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,60,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
152,Eric García,es ESP,DF,Barcelona,22-324,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Partidos
153,Eric García,es ESP,DF,Girona,22-324,2001,9,9,770,8.6,1,0,1,1,0,0,1,0,1.2,1.2,0.0,1.3,8,53,5,0.12,0.00,0.12,0.12,0.12,0.14,0.00,0.15,0.14,0.15,Partidos
154,Fran Garcia,es ESP,DF,Real Madrid,24-107,1999,11,7,544,6.0,0,3,3,0,0,0,1,0,0.2,0.2,1.4,1.6,22,22,55,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Partidos
155,Francisco Jesús Crespo García,es ESP,DL,Las Palmas,27-123,1996,8,5,340,3.8,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,9,14,34,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.28,0.22,0.28,Partidos
156,Gonzalo García,es ESP,"DL,CC",Real Madrid,19-250,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Partidos
157,Raúl García,es ESP,"DL,CC",Athletic Club,37-141,1986,6,0,88,1.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,3,3,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Partidos
158,Rubén García,es ESP,"DL,CC",Osasuna,30-138,1993,11,5,419,4.7,2,0,2,2,0,0,0,0,0.8,0.8,0.8,1.6,4,18,33,0.43,0.00,0.43,0.43,0.43,0.18,0.16,0.34,0.18,0.34,Partidos
159,Santiago García,,DL,Getafe,22-092,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
160,Federico Gattoni,ar ARG,"DF,DL",Sevilla,24-286,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
161,Gavi,es ESP,"CC,DL",Barcelona,19-116,2004,12,10,944,10.5,1,1,2,1,0,0,5,0,0.9,0.9,1.1,2.0,26,39,38,0.10,0.10,0.19,0.10,0.19,0.09,0.10,0.19,0.09,0.19,Partidos
162,Paulo Gazzaniga,ar ARG,PO,Girona,31-331,1992,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Partidos
163,David Gil,es ESP,PO,Cádiz,29-322,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
164,Maxi Gómez,uy URU,"DL,CC",Cádiz,27-107,1996,10,4,408,4.5,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.8,6,3,16,0.00,0.00,0.00,0.00,0.00,0.17,0.01,0.17,0.17,0.17,Partidos
165,Moi Gómez,es ESP,"DL,CC",Osasuna,29-159,1994,9,8,696,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,18,60,25,0.13,0.00,0.13,0.13,0.13,0.08,0.02,0.10,0.08,0.10,Partidos
166,Unai Gómez,es ESP,"CC,DL",Athletic Club,20-188,2003,8,1,124,1.4,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,4,5,6,0.73,0.00,0.73,0.73,0.73,0.52,0.02,0.54,0.52,0.54,Partidos
167,Édgar González,es ESP,DF,Almería,26-242,1997,10,10,802,8.9,0,0,0,0,0,0,3,1,0.9,0.9,0.1,0.9,1,27,0,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Partidos
168,Giovanni González,uy URU,DF,Mallorca,29-070,1994,12,10,831,9.2,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.3,6,21,35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
169,Hugo González,es ESP,"CC,DL",Valencia,20-295,2003,5,0,43,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,1,0,3,0.00,2.09,2.09,0.00,2.09,0.04,1.06,1.09,0.04,1.09,Partidos
170,Urko González,es ESP,CC,Real Sociedad,22-254,2001,2,2,102,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
171,Andoni Gorosabel,es ESP,DF,Alavés,27-117,1996,14,13,1191,13.2,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,30,53,50,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Partidos
172,Pablo Gozalbez,es ESP,"CC,DL",Valencia,22-213,2001,5,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
173,Mason Greenwood,eng ENG,"CC,DL",Getafe,22-059,2001,10,7,658,7.3,2,3,5,2,0,0,2,0,0.8,0.8,2.3,3.1,31,17,51,0.27,0.41,0.68,0.27,0.68,0.12,0.31,0.43,0.12,0.43,Partidos
174,Antoine Griezmann,fr FRA,DL,Atlético Madrid,32-253,1991,13,13,1066,11.8,9,1,10,7,2,2,3,0,6.0,4.6,2.6,7.1,13,54,92,0.76,0.08,0.84,0.59,0.68,0.51,0.22,0.72,0.39,0.60,Partidos
175,Vicente Guaita,es ESP,PO,Celta Vigo,36-323,1987,5,4,423,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
176,Andrés Guardado,mx MEX,CC,Betis,37-062,1986,9,2,291,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,2,27,3,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Partidos
177,Sergi Guardiola,es ESP,"DL,CC",Cádiz,32-184,1991,5,0,78,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.38,0.09,0.47,0.38,0.47,Partidos
178,Nemanja Gudelj,rs SRB,DF,Sevilla,32-013,1991,10,10,886,9.8,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.9,12,36,0,0.10,0.00,0.10,0.10,0.10,0.07,0.02,0.09,0.07,0.09,Partidos
179,Javier Guerra,es ESP,"CC,DL",Valencia,20-332,2003,14,12,1118,12.4,3,1,4,3,0,0,2,0,1.5,1.5,0.6,2.1,29,38,41,0.24,0.08,0.32,0.24,0.32,0.12,0.05,0.17,0.12,0.17,Partidos
180,Ander Guevara,es ESP,CC,Alavés,26-145,1997,14,14,1218,13.5,1,0,1,1,0,0,4,0,0.5,0.5,0.4,0.9,29,88,17,0.07,0.00,0.07,0.07,0.07,0.03,0.03,0.07,0.03,0.07,Partidos
181,Hugo Guillamón,es ESP,"CC,DL",Valencia,23-302,2000,9,0,171,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Partidos
182,Marc Guiu,es ESP,CC,Barcelona,17-329,2006,1,0,12,0.1,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,0,1,7.50,0.00,7.50,7.50,7.50,1.79,0.00,1.79,1.79,1.79,Partidos
183,Gerard Gumbau,es ESP,CC,Granada,28-346,1994,13,13,1063,11.8,0,2,2,0,0,0,6,0,0.6,0.6,1.4,2.0,10,61,14,0.00,0.17,0.17,0.00,0.17,0.05,0.11,0.17,0.05,0.17,Partidos
184,İlkay Gündoğan,de GER,CC,Barcelona,33-036,1990,14,12,1126,12.5,1,3,4,1,0,0,2,0,1.4,1.4,3.1,4.4,30,75,39,0.08,0.24,0.32,0.08,0.32,0.11,0.24,0.36,0.11,0.36,Partidos
185,Jon Guridi,es ESP,"CC,DL",Alavés,28-274,1995,13,12,1006,11.2,0,3,3,0,0,0,1,0,1.2,1.2,1.5,2.7,14,57,45,0.00,0.27,0.27,0.00,0.27,0.11,0.14,0.24,0.11,0.24,Partidos
186,Gorka Guruzeta,es ESP,DL,Athletic Club,27-078,1996,14,13,936,10.4,6,0,6,6,0,0,2,0,5.0,5.0,0.5,5.5,6,22,43,0.58,0.00,0.58,0.58,0.58,0.48,0.05,0.53,0.48,0.53,Partidos
187,Miguel Gutiérrez,es ESP,"DF,CC",Girona,22-125,2001,13,13,1141,12.7,0,1,1,0,0,0,3,0,1.6,1.6,2.5,4.2,20,47,62,0.00,0.08,0.08,0.00,0.08,0.13,0.20,0.33,0.13,0.33,Partidos
188,Munir El Haddadi,ma MAR,DL,Las Palmas,28-089,1995,14,13,1037,11.5,1,1,2,1,0,1,2,0,2.3,1.5,0.9,2.5,11,30,72,0.09,0.09,0.17,0.09,0.17,0.20,0.08,0.28,0.13,0.21,Partidos
189,Ianis Hagi,ro ROU,"CC,DL",Alavés,25-038,1998,10,5,415,4.6,0,1,1,0,0,1,2,0,2.5,1.7,1.1,2.7,7,22,32,0.00,0.22,0.22,0.00,0.22,0.53,0.23,0.76,0.36,0.59,Partidos
190,Luiz Henrique,br BRA,DL,Betis,22-331,2001,8,3,295,3.3,0,2,2,0,0,0,1,0,0.4,0.4,0.5,0.9,21,10,26,0.00,0.61,0.61,0.00,0.61,0.13,0.15,0.29,0.13,0.29,Partidos
191,Mario Hermoso,es ESP,DF,Atlético Madrid,28-164,1995,13,13,1131,12.6,0,1,1,0,0,0,4,0,0.5,0.5,0.3,0.8,13,79,21,0.00,0.08,0.08,0.00,0.08,0.04,0.02,0.06,0.04,0.06,Partidos
192,Javi Hernández,es ESP,DF,Cádiz,25-211,1998,13,13,1144,12.7,0,1,1,0,0,0,4,0,0.6,0.6,0.7,1.4,14,35,14,0.00,0.08,0.08,0.00,0.08,0.05,0.06,0.11,0.05,0.11,Partidos
193,Aridane Hernández,es ESP,DF,Rayo Vallecano,34-251,1989,9,9,790,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
194,Luis Hernández,es ESP,DF,Cádiz,34-229,1989,7,6,543,6.0,1,0,1,1,0,0,3,0,1.0,1.0,0.3,1.3,1,24,1,0.17,0.00,0.17,0.17,0.17,0.16,0.05,0.21,0.16,0.21,Partidos
195,Yarek Hernandis,es ESP,DF,Valencia,18-321,2005,4,0,83,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidos
196,Jorge Herrando,es ESP,DF,Osasuna,22-274,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
197,Ander Herrera,es ESP,CC,Athletic Club,34-107,1989,7,3,299,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,1,19,4,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Partidos
198,Cristian Herrera,es ESP,DL,Las Palmas,32-261,1991,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
199,Sergio Herrera,es ESP,PO,Osasuna,30-177,1993,11,11,979,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
200,Yangel Herrera,ve VEN,CC,Girona,25-319,1998,14,13,1080,12.0,4,0,4,4,0,0,4,0,2.9,2.9,1.3,4.2,13,49,44,0.33,0.00,0.33,0.33,0.33,0.24,0.11,0.35,0.24,0.35,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
201,Pablo Ibáñez,es ESP,CC,Osasuna,25-070,1998,11,3,312,3.5,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.7,8,28,12,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.21,0.14,0.21,Partidos
202,Iglesias,es ESP,"DF,DL",Getafe,25-149,1998,10,5,563,6.3,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,13,28,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Partidos
203,Borja Iglesias,es ESP,DL,Betis,30-316,1993,8,3,281,3.1,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.2,4,9,25,0.00,0.32,0.32,0.00,0.32,0.15,0.25,0.39,0.15,0.39,Partidos
204,Imanol,es ESP,DF,Athletic Club,23-174,2000,4,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,7,8,11,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Partidos
205,Isco,es ESP,CC,Betis,31-222,1992,14,14,1137,12.6,2,2,4,2,0,0,4,0,4.0,4.0,3.6,7.5,57,106,79,0.16,0.16,0.32,0.16,0.32,0.31,0.28,0.60,0.31,0.60,Partidos
206,Adnan Januzaj,be BEL,DL,Sevilla,28-297,1995,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
